コード,決算期,連/単,売上高,営業利益,経常利益,当期利益,EPS（円）,一株配当金（円）
25935,----/--,--,--,--,--,--,--,--,
25935,----/--,--,--,--,--,--,--,--,
3309,2019/10,単独,13849,7475,6636,6635,1547.00,1587.00,
3309,2019/10,単独,13849,7475,6636,6635,1547.00,1587.00,
3315,2016/03,連結,92503,2297,1175,-1681,-5.57,2.00,
3315,2017/03,連結,89051,2646,1243,1907,6.32,2.00,
3315,2018/03,連結,110155,3496,3227,4818,15.98,3.00,
3315,2019/03,連結,121246,6660,5892,3197,10.82,3.00,
3315,2020/03,連結,112000,2300,1500,0,0.00,--,
3315,2020/03,連結,112000,2300,1500,0,0.00,0.00,
3316,2016/03,単独,6530,210,208,127,101.13,31.00,
3316,2017/03,単独,9629,384,384,250,199.08,60.00,
3316,2018/03,単独,9313,513,517,364,289.18,87.00,
3316,2019/03,単独,7928,546,553,383,61.08,19.00,
3316,2020/03,単独,9000,560,562,387,61.68,19.00,
3316,2020/03,単独,9000,560,562,387,61.43,19.00,
3317,2016/03,単独,7218,250,259,123,85.44,30.00,
3317,2017/03,単独,7145,299,312,188,130.27,30.00,
3317,2018/03,単独,7555,445,463,318,220.04,30.00,
3317,2019/03,単独,7321,295,327,275,190.75,30.00,
3317,2020/03,単独,7235,194,220,138,95.48,30.00,
3317,2020/03,単独,7235,194,220,138,95.23,30.00,
3319,2015/12,連結,18046,828,816,430,26.80,5.50,
3319,2016/12,連結,19309,1073,1089,611,34.16,7.00,
3319,2017/12,連結,21574,1214,1225,707,38.73,9.00,
3319,2018/12,連結,26739,804,822,380,20.84,9.50,
3319,2019/12,連結,35000,900,860,440,24.08,9.50,
3319,2019/12,連結,35000,900,860,440,24.08,9.50,
3320,2016/01,連結,72978,228,351,648,88.65,0.00,
3320,2017/01,連結,65130,868,888,820,112.11,2.00,
3320,2018/01,連結,62780,385,526,666,91.14,6.00,
3320,2019/01,連結,62901,25,238,323,44.22,6.00,
3320,2020/01,連結,62000,300,400,350,47.81,10.00,
3320,2020/01,連結,62000,300,400,350,45.34,10.00,
3321,2016/05,連結,33838,616,693,457,62.23,26.00,
3321,2017/05,連結,33780,693,756,478,65.14,24.00,
3321,2018/05,連結,42246,1407,1409,934,126.65,28.00,
3321,2019/05,連結,38512,1313,1396,972,123.03,30.00,
3321,2020/05,連結,36000,1000,1060,800,101.18,30.00,
3321,2020/05,連結,36000,1000,1060,800,101.19,30.00,
3322,2016/03,連結,35449,659,625,407,137.79,15.00,
3322,2017/03,連結,23739,592,594,315,110.64,15.00,
3322,2018/03,連結,21235,189,243,46,16.47,15.00,
3322,2019/03,連結,21790,340,498,149,52.77,15.00,
3322,2020/03,連結,21062,381,576,557,197.08,15.00,
3322,2020/03,連結,21062,381,576,557,160.00,15.00,
3323,2016/09,連結,4421,124,97,54,0.99,1.00,
3323,2017/09,連結,5139,292,258,140,2.40,1.00,
3323,2018/09,連結,7296,653,627,304,4.75,1.50,
3323,2019/09,連結,9936,529,652,338,4.95,3.00,
3323,2020/09,連結,15000,1000,1000,450,6.35,2.00,
3323,2020/09,連結,15000,1000,1000,450,6.35,2.00,
3326,2016/06,連結,8150,213,220,25,12.41,0.00,
3326,2017/06,連結,8466,94,101,-226,-116.09,0.00,
3326,2018/06,連結,8501,97,93,76,39.54,0.00,
3326,2019/06,連結,8284,194,204,32,16.70,10.00,
3326,2020/06,連結,8500,240,220,75,38.65,10.00,
3326,2020/06,連結,8500,240,220,75,36.22,10.00,
3328,2016/09,連結,19226,1200,1211,940,77.10,13.00,
3328,2017/09,連結,20711,1507,1552,1011,82.44,18.00,
3328,2018/09,連結,22768,1533,1728,922,75.57,13.00,
3328,2019/09,連結,25276,1707,1713,1077,89.58,18.00,
3328,2020/09,連結,26000,3000,3000,1800,150.81,18.00,
3328,2020/09,連結,26000,3000,3000,1800,145.95,18.00,
3329,2016/04,単独,10597,582,628,327,80.24,22.50,
3329,2017/04,単独,10787,533,553,187,46.12,17.00,
3329,2018/04,単独,11082,664,691,423,52.47,15.50,
3329,2019/04,単独,11305,487,542,279,34.60,12.00,
3329,2020/04,単独,11500,572,600,359,44.49,12.00,
3329,2020/04,単独,11500,572,600,359,43.85,12.00,
3333,2016/02,単独,48402,3233,3379,1968,75.24,14.00,
3333,2017/02,単独,51088,3385,3517,2165,82.77,14.00,
3333,2018/02,単独,53620,3425,3507,2051,78.42,14.00,
3333,2019/02,単独,57460,3915,4027,2360,90.24,18.00,
3333,2020/02,単独,61200,4200,4300,2700,103.22,16.00,
3333,2020/02,単独,61200,4200,4300,2700,102.89,16.00,
3341,2016/03,連結,219239,10489,9878,6329,432.85,65.00,
3341,2017/03,連結,223468,8519,7976,4638,290.03,50.00,
3341,2018/03,連結,241274,10587,10138,6104,381.69,50.00,
3341,2019/03,連結,245687,6733,6077,3790,243.47,50.00,
3341,2020/03,連結,268599,7231,7069,4020,268.17,50.00,
3341,2020/03,連結,268599,7231,7069,4020,250.87,50.00,
3344,2016/02,連結,78462,-557,-452,-765,-146.11,25.00,
3344,2017/02,連結,74196,-478,-278,-1124,-201.65,10.00,
3344,2018/02,連結,73139,481,475,-448,-80.33,0.00,
3344,2019/03,連結,72117,453,451,-5159,-695.84,0.00,
3344,2020/03,連結,61082,1510,1470,781,105.47,0.00,
3344,2020/03,連結,61082,1510,1470,781,103.32,0.00,
3346,2016/03,連結,2985,-86,-101,-88,-14.86,0.00,
3346,2017/03,連結,2736,32,22,-5,-0.87,0.00,
3346,2018/03,連結,2557,8,-2,-23,-3.39,0.00,
3346,2019/03,連結,2519,-137,-145,-127,-17.22,0.00,
3346,2020/03,連結,2091,-98,-100,-116,-13.64,0.00,
3346,2020/03,連結,2091,-98,-100,-116,--,0.00,
3347,2016/03,連結,18927,1637,1536,616,23.82,3.00,
3347,2017/03,連結,17082,1453,1418,525,20.30,3.00,
3347,2018/03,連結,18403,1318,1257,441,17.08,3.00,
3347,2019/03,連結,20260,1446,1422,361,13.98,4.00,
3347,2020/03,連結,21000,1450,1350,500,19.32,4.00,
3347,2020/03,連結,21000,1450,1350,500,17.76,4.00,
3349,2016/05,連結,447273,18648,20691,12435,628.05,65.00,
3349,2017/05,連結,502732,22237,24591,18215,919.99,80.00,
3349,2018/05,連結,557999,22749,25255,17633,890.59,90.00,
3349,2019/05,連結,611137,24775,27292,19185,968.97,100.00,
3349,2020/05,連結,658500,24800,27300,19190,969.21,100.00,
3349,2020/05,連結,658500,24800,27300,19190,959.48,100.00,
3350,2015/09,連結,4179,-843,-2205,-2717,-16.41,0.00,
3350,2016/12,連結,5229,-786,-916,-1546,-7.31,0.00,
3350,2017/12,連結,1215,25,99,314,1.17,0.00,
3350,2018/12,連結,1736,-156,-318,252,0.84,0.00,
3350,2019/12,単独,--,--,--,--,--,0.00,
3350,2019/12,連結,2500,-300,-200,100,1.76,0.00,
3352,2016/03,単独,8601,70,144,73,35.55,30.00,
3352,2017/03,単独,8556,183,236,-17,-8.46,35.00,
3352,2018/03,単独,8717,360,402,263,124.35,30.00,
3352,2019/03,単独,8780,435,476,338,154.15,35.00,
3352,2020/03,単独,8870,456,500,340,151.53,40.00,
3352,2020/03,単独,8870,456,500,340,150.88,40.00,
3353,2016/02,連結,29305,1426,1458,910,475.23,68.50,
3353,2017/02,連結,29489,1200,1153,956,498.95,76.00,
3353,2018/02,連結,30914,1405,1384,1238,646.24,80.00,
3353,2019/02,連結,31222,1043,1053,711,371.90,80.00,
3353,2020/02,連結,31800,1240,1220,800,419.68,80.00,
3353,2020/02,連結,31800,1240,1220,800,393.12,80.00,
3355,2015/12,連結,45642,2965,3443,2449,228.07,33.00,
3355,2016/12,連結,44829,1988,2286,1566,145.89,33.00,
3355,2017/12,連結,48942,2004,2354,2543,253.75,36.00,
3355,2018/12,連結,52006,2128,2749,1739,--,38.00,
3355,2019/12,連結,55500,3050,3250,2100,107.67,20.00,
3355,2019/12,連結,55500,3050,3250,2100,94.17,20.00,
3356,2016/03,単独,2639,26,0,-19,-1.25,0.00,
3356,2017/03,単独,2434,-105,-97,-99,-6.46,0.00,
3356,2018/03,連結,3221,166,173,154,10.02,0.00,
3356,2019/03,連結,3660,244,229,207,13.45,0.00,
3356,2020/03,連結,4130,280,260,180,11.11,5.00,
3356,2020/03,連結,4130,280,260,180,10.86,5.00,
3358,2016/03,連結,1806,-2,-35,-7,-1.87,5.00,
3358,2017/03,連結,1793,-37,-43,-105,-27.30,5.00,
3358,2018/03,連結,1713,-103,-190,-263,-68.08,0.00,
3358,2019/03,単独,1601,-71,-144,-76,-19.83,0.00,
3358,2020/03,単独,1604,10,8,7,2.01,--,
3358,2020/03,単独,1604,10,8,7,1.81,0.00,
3359,2016/09,連結,4853,162,202,163,45.25,5.00,
3359,2017/09,連結,6034,291,330,239,66.49,5.00,
3359,2018/09,連結,6278,341,378,341,--,10.00,
3359,2019/09,連結,6399,317,350,225,20.78,4.00,
3359,2020/09,単独,--,--,--,--,--,4.00,
3359,2020/09,連結,7038,285,315,202,18.30,4.00,
3360,2016/03,連結,306853,14049,14737,8847,179.07,55.00,
3360,2017/03,連結,408487,16055,16478,9410,186.32,60.00,
3360,2018/03,連結,425566,18259,18935,10350,204.57,64.00,
3360,2019/03,連結,444048,17952,18532,11236,227.75,70.00,
3360,2020/03,連結,466000,18500,19300,11800,247.74,75.00,
3360,2020/03,連結,466000,18500,19300,11800,232.12,75.00,
3361,2016/04,連結,22706,1874,1938,786,38.71,15.00,
3361,2017/04,連結,21906,1964,2119,1298,64.40,15.00,
3361,2018/04,連結,23231,1751,1994,1173,58.99,15.00,
3361,2019/04,連結,23709,1627,1752,1133,57.17,15.00,
3361,2020/04,連結,24760,1650,1760,1100,55.58,15.00,
3361,2020/04,連結,24760,1650,1760,1100,53.88,15.00,
3370,2016/03,単独,5149,94,55,43,42.92,0.00,
3370,2017/03,単独,4732,-33,-84,-194,-135.70,0.00,
3370,2018/03,単独,4537,10,-22,13,7.64,0.00,
3370,2019/03,単独,4276,-77,-93,-142,-97.02,0.00,
3370,2020/03,単独,4684,51,26,11,6.10,0.00,
3370,2020/03,単独,4684,51,26,11,6.73,0.00,
3371,2016/03,連結,12277,1461,1555,1017,75.26,20.00,
3371,2017/03,連結,13724,1544,1620,1010,73.99,20.00,
3371,2018/03,連結,15596,1707,1793,1145,85.48,20.00,
3371,2019/03,連結,19358,1887,2010,1164,88.08,20.00,
3371,2020/03,連結,20600,2010,2100,1200,91.44,20.00,
3371,2020/03,連結,20600,2010,2100,1200,87.11,20.00,
3372,2016/03,連結,5207,164,87,19,1.92,0.00,
3372,2017/03,単独,4710,170,53,-17,-1.55,0.00,
3372,2018/03,連結,4725,197,125,34,2.95,0.00,
3372,2019/03,連結,4557,141,82,3,0.32,0.00,
3372,2020/03,連結,4800,200,150,80,6.53,0.00,
3372,2020/03,連結,4800,200,150,80,6.37,0.00,
3374,2016/03,連結,19531,614,584,444,91.44,5.00,
3374,2017/03,連結,20918,874,849,626,257.83,20.00,
3374,2018/03,連結,28426,1202,1184,857,316.31,35.00,
3374,2019/03,連結,25963,632,621,409,139.74,35.00,
3374,2020/03,連結,21900,475,443,300,102.27,26.00,
3374,2020/03,連結,21900,475,443,300,102.20,26.00,
3375,2016/03,単独,8357,211,213,131,62.92,30.00,
3375,2017/03,単独,7542,155,160,105,55.05,35.00,
3375,2018/03,単独,7657,197,203,113,62.37,30.00,
3375,2019/03,単独,8053,182,190,119,73.93,30.00,
3375,2020/03,単独,8200,186,190,125,85.98,30.00,
3375,2020/03,単独,8200,186,190,125,54.43,30.00,
3376,2016/08,連結,6824,435,622,277,57.56,17.00,
3376,2017/08,連結,6874,567,760,498,102.67,21.00,
3376,2018/08,連結,7130,688,908,569,116.88,35.00,
3376,2019/08,連結,7242,642,794,500,102.87,31.00,
3376,2020/08,連結,7000,750,930,570,117.12,35.00,
3376,2020/08,連結,7000,750,930,570,95.45,35.00,
3377,2015/11,単独,18412,234,332,172,12.48,10.00,
3377,2016/11,単独,16996,-503,-394,-586,-42.43,4.00,
3377,2017/11,単独,18252,-263,-92,401,28.74,4.00,
3377,2018/11,単独,19921,65,187,87,6.25,4.00,
3377,2019/11,単独,20200,130,240,100,7.16,4.00,
3377,2019/11,単独,20200,130,240,100,6.53,4.00,
3382,2016/02,連結,6045704,352320,350165,160930,182.02,85.00,
3382,2017/02,連結,5835689,364573,364405,96750,109.42,90.00,
3382,2018/02,連結,6037815,391657,390746,181150,204.80,90.00,
3382,2019/02,連結,6791215,411596,406523,203004,229.50,95.00,
3382,2020/02,連結,6688000,420000,414500,210000,237.87,95.00,
3382,2020/02,連結,6688000,420000,414500,210000,236.90,95.00,
3384,2016/02,連結,3171,-67,-75,-68,-43.74,10.00,
3384,2017/02,連結,3018,-272,-282,-286,-231.22,0.00,
3384,2018/02,連結,2967,-64,-74,17,13.46,0.00,
3384,2019/02,連結,2661,106,106,88,52.99,0.00,
3384,2020/02,連結,2751,210,206,132,74.51,0.00,
3384,2020/02,連結,2751,210,206,132,67.01,0.00,
3386,2015/12,連結,7357,200,373,230,38.89,16.00,
3386,2016/12,連結,7427,514,483,254,42.93,18.00,
3386,2017/12,連結,7068,193,397,237,40.15,14.00,
3386,2018/12,連結,7261,328,403,260,43.93,14.00,
3386,2019/12,連結,7400,350,385,250,42.17,14.00,
3386,2019/12,連結,7400,350,385,250,41.34,14.00,
3387,2016/02,連結,103271,6749,7340,3321,--,35.00,
3387,2017/02,連結,113525,5857,6348,3293,34.89,13.00,
3387,2018/02,連結,116522,6110,5889,2743,29.07,10.00,
3387,2019/02,連結,119281,3975,3688,1321,14.05,12.00,
3387,2020/02,連結,140000,7500,7000,3700,39.62,12.00,
3387,2020/02,連結,140000,7500,7000,3700,39.06,12.00,
3388,2016/03,連結,58697,2274,2418,1550,135.37,40.00,
3388,2017/03,連結,60260,2005,2215,1518,132.55,40.00,
3388,2018/03,連結,67849,2815,3010,2147,187.47,55.00,
3388,2019/03,連結,82978,4411,4636,3153,275.22,82.00,
3388,2020/03,連結,80000,3520,3690,2450,213.86,65.00,
3388,2020/03,連結,80000,3520,3690,2450,203.03,65.00,
3390,2016/03,連結,3831,158,125,-285,-5.88,0.00,
3390,2017/03,連結,2883,103,101,139,2.87,0.00,
3390,2018/03,連結,3063,-325,-348,-308,-5.96,0.00,
3390,2019/03,連結,3607,-438,-435,-433,-7.89,0.00,
3390,2020/03,連結,3300,-200,-205,-255,-4.25,--,
3390,2020/03,連結,3300,-200,-205,-255,--,0.00,
3391,2016/05,連結,527508,31342,32623,19323,405.73,108.00,
3391,2017/05,連結,577088,35284,36841,23232,484.54,140.00,
3391,2018/05,連結,673238,40236,41610,24798,515.26,146.00,
3391,2019/05,連結,782447,41826,43313,24824,513.84,148.00,
3391,2020/05,連結,820000,43700,45200,26100,539.79,148.00,
3391,2020/05,連結,820000,43700,45200,26100,529.92,148.00,
3392,2016/03,連結,31573,683,708,400,54.67,15.00,
3392,2017/03,連結,34559,557,605,329,44.94,15.00,
3392,2018/03,連結,37252,694,762,475,64.62,16.00,
3392,2019/03,連結,39448,685,761,459,62.35,16.00,
3392,2020/03,連結,41000,915,1000,625,42.38,10.00,
3392,2020/03,連結,41000,915,1000,625,42.03,10.00,
3393,2016/03,連結,10171,503,544,253,24.82,13.00,
3393,2017/03,連結,10282,265,285,5,0.58,9.00,
3393,2018/03,連結,11058,358,376,613,60.74,12.00,
3393,2019/03,連結,11907,517,573,323,32.15,9.00,
3393,2020/03,連結,12822,506,504,290,28.32,9.00,
3393,2020/03,連結,12822,506,504,290,28.32,9.00,
3395,2016/03,連結,66056,7745,7942,4401,198.15,62.00,
3395,2017/03,連結,67512,7727,8012,4424,199.16,62.00,
3395,2018/03,連結,69084,6737,6867,3618,162.91,62.00,
3395,2019/03,連結,70073,6408,6569,2908,131.84,62.00,
3395,2020/03,連結,71872,6069,6300,2942,138.10,62.00,
3395,2020/03,連結,71872,6069,6300,2942,129.16,62.00,
3396,2016/02,連結,34609,275,374,657,66.69,5.00,
3396,2017/02,連結,30906,-499,-493,-7548,-980.28,0.00,
3396,2018/02,連結,29285,859,915,996,143.32,5.00,
3396,2019/02,連結,28882,534,723,695,100.05,5.00,
3396,2020/02,連結,30276,116,195,183,26.39,5.00,
3396,2020/02,連結,30276,116,195,183,18.22,5.00,
3397,2016/03,連結,95587,8733,8117,5212,120.56,24.00,
3397,2017/03,連結,101779,8619,8466,5631,129.89,26.00,
3397,2018/03,連結,116504,7635,7175,4665,107.44,26.50,
3397,2019/03,連結,145022,2302,1337,267,6.22,1.50,
3397,2020/03,連結,159060,6689,5266,2610,61.23,12.50,
3397,2020/03,連結,159060,6689,5266,2610,59.95,12.50,
3399,2016/01,単独,10068,510,539,259,106.78,14.00,
3399,2017/01,単独,11110,429,455,129,53.22,14.00,
3399,2018/01,単独,12134,285,301,-15,-6.53,14.00,
3399,2019/01,単独,12827,406,437,32,13.51,14.00,
3399,2020/01,単独,13749,454,480,251,104.03,14.00,
3399,2020/01,単独,13749,454,480,251,101.66,14.00,
3401,2016/03,連結,790748,67130,60316,31090,31.63,7.00,
3401,2017/03,連結,741291,56512,55933,50133,254.91,35.00,
3401,2018/03,連結,834985,69822,67820,45556,231.26,60.00,
3401,2019/03,連結,888589,60000,60264,45057,232.39,70.00,
3401,2020/03,連結,860000,55000,54000,34000,177.25,60.00,
3401,2020/03,連結,860000,55000,54000,34000,171.76,60.00,
3402,2016/03,連結,2104430,154480,150170,90132,56.38,13.00,
3402,2017/03,連結,2026470,146893,143736,99418,62.17,14.00,
3402,2018/03,連結,2204858,156464,152305,95915,59.97,15.00,
3402,2019/03,連結,2388848,141469,134518,79373,49.61,16.00,
3402,2020/03,連結,2330000,145000,138000,83000,51.88,16.00,
3402,2020/03,連結,2330000,145000,138000,83000,50.87,16.00,
3405,2015/12,連結,521721,66077,64535,35749,101.84,40.00,
3405,2016/12,連結,485192,67827,66181,40400,114.98,41.00,
3405,2017/12,連結,518442,76351,74235,54459,154.85,42.00,
3405,2018/12,連結,602996,65794,61167,33560,96.05,42.00,
3405,2019/12,連結,578000,57000,52000,28500,82.92,42.00,
3405,2019/12,連結,578000,57000,52000,28500,80.31,42.00,
3407,2016/03,連結,1940914,165203,161370,91754,65.69,20.00,
3407,2017/03,連結,1882991,159229,160633,115000,82.34,24.00,
3407,2018/03,連結,2042216,198475,212544,170248,121.93,34.00,
3407,2019/03,連結,2170403,209587,219976,147512,105.66,34.00,
3407,2020/03,連結,2221000,193000,199500,143000,102.90,36.00,
3407,2020/03,連結,2221000,193000,199500,143000,102.59,36.00,
3408,2016/03,連結,26309,1489,2457,1662,25.96,3.50,
3408,2017/03,連結,25371,1545,2403,2124,336.58,45.00,
3408,2018/03,連結,25816,2150,3195,2234,358.44,50.00,
3408,2019/03,連結,27265,2024,3110,2227,357.55,55.00,
3408,2020/03,連結,28000,2200,3200,2300,373.39,60.00,
3408,2020/03,連結,28000,2200,3200,2300,357.35,60.00,
3409,2016/03,連結,470,6,1,5,0.41,0.00,
3409,2017/03,単独,413,2,4,5,0.47,0.00,
3409,2018/03,単独,445,4,8,40,32.49,0.00,
3409,2019/03,単独,454,-9,-3,-7,-6.05,0.00,
3409,2020/03,単独,600,-45,-40,-40,-32.39,0.00,
3409,2020/03,単独,600,-45,-40,-40,--,0.00,
3415,2016/02,単独,6089,660,647,432,--,0.00,
3415,2017/02,単独,9356,1290,1266,856,64.06,0.00,
3415,2018/02,単独,12781,1574,1577,1126,--,0.00,
3415,2019/02,単独,13953,1405,1410,966,20.49,0.00,
3415,2020/02,単独,16610,1827,1826,1278,27.12,0.00,
3415,2020/02,単独,16610,1827,1826,1278,26.84,0.00,
3416,2015/12,単独,1388,138,120,111,53.75,0.00,
3416,2016/12,連結,1758,155,155,100,45.22,0.00,
3416,2017/12,連結,2231,17,23,-6,-2.70,0.00,
3416,2018/12,連結,2514,110,106,20,9.36,0.00,
3416,2019/12,連結,2846,200,195,112,50.22,0.00,
3416,2019/12,連結,2846,200,195,112,49.71,0.00,
3417,2016/03,連結,207593,609,1472,742,53.85,12.00,
3417,2017/03,連結,222342,1298,2208,759,54.38,13.00,
3417,2018/03,連結,239531,2344,3295,2313,165.00,17.00,
3417,2019/03,連結,258481,2035,3124,2050,146.54,18.00,
3417,2020/03,連結,266236,--,--,--,--,--,
3417,2020/03,連結,266236,2150,3200,2100,149.23,18.00,
3418,2016/07,連結,8468,578,589,356,88.52,10.00,
3418,2017/07,連結,9824,605,623,383,92.01,15.00,
3418,2018/07,連結,11185,425,425,225,52.71,15.00,
3418,2019/07,連結,11512,508,504,303,35.12,10.00,
3418,2020/07,連結,12800,610,630,410,47.75,7.50,
3418,2020/07,連結,12800,610,630,410,47.25,7.50,
3419,2015/10,単独,1686,59,57,45,50.91,--,
3419,2016/10,単独,1715,55,51,38,35.03,0.00,
3419,2017/10,単独,1734,62,60,40,36.01,0.00,
3419,2018/10,単独,1835,25,23,10,9.44,0.00,
3419,2019/10,連結,1991,28,27,15,13.69,0.00,
3419,2019/10,連結,1991,28,27,15,13.29,0.00,
3420,2016/03,連結,25062,2787,2781,1493,202.91,30.00,
3420,2017/03,連結,23497,2760,2775,1869,254.05,40.00,
3420,2018/03,連結,25716,2610,2655,1762,239.48,50.00,
3420,2019/03,連結,24674,2237,2318,1562,212.34,50.00,
3420,2020/03,連結,27000,2800,2850,1900,258.16,60.00,
3420,2020/03,連結,27000,2800,2850,1900,257.52,60.00,
3421,2016/07,連結,31699,2029,2224,1424,81.13,24.00,
3421,2017/07,連結,31548,678,889,571,32.54,26.00,
3421,2018/07,連結,32631,399,669,408,23.27,26.00,
3421,2019/07,連結,34041,1777,2117,1060,60.39,26.00,
3421,2020/07,連結,34700,1850,2120,1330,75.72,26.00,
3421,2020/07,連結,34700,1850,2120,1330,74.21,26.00,
3422,2016/03,連結,67404,1875,859,-3036,-346.40,0.00,
3422,2017/03,連結,55483,2681,1931,1711,195.22,0.00,
3422,2018/03,連結,50278,4092,2953,1933,193.39,0.00,
3422,2019/03,連結,50168,4369,3617,2300,198.91,3.00,
3422,2020/03,連結,47000,3600,3000,2000,168.68,8.00,
3422,2020/03,連結,47000,3600,3000,2000,168.67,8.00,
3423,2016/03,連結,19490,512,548,358,23.95,20.00,
3423,2017/03,連結,17742,656,679,429,28.71,16.00,
3423,2018/03,連結,20197,954,1051,680,45.49,18.00,
3423,2019/03,連結,22412,1120,1079,699,23.40,10.00,
3423,2020/03,連結,22800,1153,1150,677,22.66,10.00,
3423,2020/03,連結,22800,1153,1150,677,21.66,10.00,
3424,2016/03,単独,4877,338,357,211,72.04,25.00,
3424,2017/03,単独,4957,346,360,240,85.02,27.00,
3424,2018/03,単独,5212,442,462,254,92.83,25.00,
3424,2019/03,単独,5198,360,379,161,58.88,27.00,
3424,2020/03,単独,5400,400,420,275,100.35,25.00,
3424,2020/03,単独,5400,400,420,275,59.94,25.00,
3426,2016/06,単独,9913,320,369,244,61.23,25.00,
3426,2017/06,単独,10532,571,592,382,95.83,30.00,
3426,2018/06,単独,10483,630,656,446,112.01,30.00,
3426,2019/06,単独,10589,664,687,434,108.93,35.00,
3426,2020/06,単独,10720,480,500,330,82.71,32.50,
3426,2020/06,単独,10720,480,500,330,80.39,32.50,
3431,2016/03,連結,39930,1088,1144,2355,34.61,4.00,
3431,2017/03,連結,36298,2530,2612,2184,32.09,4.00,
3431,2018/03,連結,47128,3518,3612,2085,306.46,40.00,
3431,2019/03,連結,52062,4350,4534,3608,530.16,60.00,
3431,2020/03,連結,62000,3800,3900,2200,323.26,60.00,
3431,2020/03,連結,62000,3800,3900,2200,317.94,60.00,
3433,2016/03,連結,28746,4805,5027,3015,198.40,75.00,
3433,2017/03,連結,28963,5645,5801,4070,267.80,85.00,
3433,2018/03,連結,34109,7110,7363,4836,79.56,60.00,
3433,2019/03,連結,39558,7741,8076,5441,89.51,30.00,
3433,2020/03,連結,36500,5800,6000,3900,64.15,25.00,
3433,2020/03,連結,36500,5800,6000,3900,61.71,25.00,
3434,2016/03,連結,50023,1334,96,-397,-41.60,30.00,
3434,2017/03,連結,51066,2950,2053,313,32.87,30.00,
3434,2018/03,連結,59060,3212,3118,2024,211.93,40.00,
3434,2019/03,連結,60344,3215,3291,2139,223.99,40.00,
3434,2020/03,連結,63000,3150,3150,2150,225.07,40.00,
3434,2020/03,連結,63000,3150,3150,2150,210.78,40.00,
3435,2016/03,連結,16648,1338,1256,810,99.55,18.00,
3435,2017/03,連結,15497,1124,1119,790,97.18,20.00,
3435,2018/03,連結,16326,1159,1162,796,97.75,22.00,
3435,2019/03,連結,17025,1317,1333,943,115.44,24.00,
3435,2020/03,連結,18300,1390,1410,965,118.03,26.00,
3435,2020/03,連結,18300,1390,1410,965,110.34,26.00,
3436,2015/12,連結,236826,29447,25538,19747,70.06,20.00,
3436,2016/12,連結,211361,14046,9919,6588,22.46,10.00,
3436,2017/12,連結,260627,42085,36709,27016,92.12,28.00,
3436,2018/12,連結,325059,85165,83068,58580,199.74,62.00,
3436,2019/12,連結,297500,49400,47700,32100,109.45,35.00,
3436,2019/12,連結,297500,49400,47700,32100,109.45,35.00,
3437,2016/03,連結,8362,491,509,437,546.83,38.50,
3437,2017/03,連結,8939,585,599,477,596.89,70.00,
3437,2018/03,連結,9283,588,599,429,538.74,70.00,
3437,2019/03,連結,10634,734,750,520,658.59,75.00,
3437,2020/03,連結,9730,645,658,453,573.02,70.00,
3437,2020/03,連結,9730,645,658,453,565.54,70.00,
3439,2016/06,連結,13380,612,621,-24,-9.84,50.00,
3439,2017/06,連結,13440,604,668,516,203.99,60.00,
3439,2018/06,連結,14174,548,614,714,282.24,65.00,
3439,2019/06,連結,14567,585,668,472,186.73,65.00,
3439,2020/06,連結,14303,442,458,349,138.24,55.00,
3439,2020/06,連結,14303,442,458,349,131.60,55.00,
3440,2016/08,連結,4270,602,614,389,54.55,30.00,
3440,2017/08,連結,6372,915,947,624,87.92,25.00,
3440,2018/08,連結,8523,1082,1103,824,128.38,30.00,
3440,2019/08,連結,13473,1954,1976,1309,203.82,30.00,
3440,2020/08,連結,11000,1440,1450,980,152.54,25.00,
3440,2020/08,連結,11000,1440,1450,980,133.15,25.00,
3441,2016/07,連結,6406,-394,-476,-555,-120.35,0.00,
3441,2017/07,連結,7317,8,23,68,14.74,0.00,
3441,2018/07,連結,8380,129,85,44,9.53,0.00,
3441,2019/07,連結,7101,-344,-410,-625,-135.51,0.00,
3441,2020/07,連結,7300,10,10,10,2.17,0.00,
3441,2020/07,連結,7300,10,10,10,2.00,0.00,
3442,2016/03,連結,4740,56,16,7,0.63,0.00,
3442,2017/03,連結,4833,172,116,90,7.48,0.00,
3442,2018/03,連結,5365,266,209,171,14.24,0.00,
3442,2019/03,連結,5720,270,233,207,172.57,0.00,
3442,2020/03,連結,5600,260,220,200,166.09,0.00,
3442,2020/03,連結,5600,260,220,200,165.43,0.00,
3443,2016/03,連結,95153,3052,2632,1674,293.93,30.00,
3443,2017/03,連結,103473,5904,8701,8140,1423.91,60.00,
3443,2018/03,連結,107250,4436,4586,4070,702.71,60.00,
3443,2019/03,連結,118369,6065,8541,6063,1041.23,100.00,
3443,2020/03,連結,120000,4800,5800,4300,731.83,80.00,
3443,2020/03,連結,120000,4800,5800,4300,727.17,80.00,
3444,2016/04,連結,5919,-574,-407,-804,-65.54,7.00,
3444,2017/04,連結,5790,-340,-271,222,18.04,7.00,
3444,2018/04,連結,5704,-95,-111,-127,-10.35,7.00,
3444,2019/04,連結,6037,114,118,917,74.48,10.00,
3444,2020/04,連結,6110,256,234,154,12.87,10.00,
3444,2020/04,連結,6110,256,234,154,12.48,10.00,
3445,2015/12,連結,5285,1061,770,143,26.71,0.00,
